Distance (mm),T (C),P (atm),Ar,He,Ne,N2,CH4(1),CO2(2),H2O(3),H2(4),CO(5),C2H6(6),site(7),HX(8),CO2X(9),OX(10),OCX(11),HOX(12),H2OX(13),CX(14),CHX(15),CH2X(16),CH3X(17),CH4X(18),HOCXO(19),CXHO(20),HCOOX(21),CXOH(22),HCXOH(23),H2CXOH(24),C2H6X(25),C2H5X(26),CHCH3X(27),CXCH3(28),CXCH2(29),CXHCH2(30),CH3CXO(31)
38.0,319.85,1.1843079200592157,0.2003799795318123,0.0,0.0,0.0,0.0009499488280573887,0.15935388749579904,0.0019000449591857211,0.6374159918842822,1.4730012449649744e-07,7.387456951211217e-13,0.5890650224034297,0.065521345485801,7.022254292974503e-08,0.00505936193851159,0.34032124143429276,1.1279139057661205e-08,2.635754971845854e-07,2.283339493292029e-11,4.0162140150181034e-07,8.437876821672555e-12,3.5537904105806807e-09,3.2020562812355065e-05,2.618265886061954e-10,1.9391337981036563e-07,2.3362019023235277e-12,6.061669483399438e-08,2.1662896715797042e-13,3.0947641221256043e-09,8.213220209889401e-15,2.3357350201602672e-17,4.518099492560523e-19,2.374254043603587e-12,2.3781821299401637e-15,1.5685630297383113e-22,1.0396197062827996e-22
38.5,319.85,1.1843079200592155,0.20043165643426078,0.0,0.0,0.0,0.0010791410837484587,0.1592660348182594,0.0021584314148054154,0.6370645870044703,1.492435018154446e-07,9.538582978393775e-13,0.5885241965959331,0.06544314307680925,7.011939752402271e-08,0.005006930150852872,0.34098832909665977,1.1156923832747079e-08,2.991440692995484e-07,2.3525919973437433e-11,4.1368934800479904e-07,8.689077709808281e-12,4.034506935955027e-09,3.634192491334228e-05,2.623641314625737e-10,1.9623724344628315e-07,2.332127319004722e-12,6.1343297840954e-08,2.19165227871649e-13,3.1301340592403265e-09,1.0595055329362538e-14,3.01391640049732e-17,5.444730555256558e-19,2.8619673106545e-12,2.8674928190805194e-15,1.8907732837551557e-22,1.2070822142670611e-22
39.0,319.85,1.1843079200592157,0.20048275355142345,0.0,0.0,0.0,0.0012068838761754885,0.15917916780151942,0.002413918918182269,0.6367171246904404,1.5116106524532333e-07,1.193686248721539e-12,0.5879987408497062,0.06536687989742378,7.001858682446397e-08,0.004956339795383645,0.3416363223035205,1.1039035942041715e-08,3.3425415702126694e-07,2.4215257811150887e-11,4.2569581145621375e-07,8.938874025699256e-12,4.5092894643002774e-09,4.0607584028363376e-05,2.628861650436383e-10,1.9852698814126818e-07,2.3281392869050885e-12,6.205923278765887e-08,2.2166262227545688e-13,3.1649386367296254e-09,1.3247119477071859e-14,3.769349753938581e-17,6.436173278044662e-19,3.3840124628386364e-12,3.3914708632001986e-15,2.235665072414771e-22,1.3786605324073573e-22
39.5,319.85,1.1843079200592155,0.2005332915742983,0.0,0.0,0.0,0.0013332289328350925,0.15909325127010243,0.002666610925086281,0.6363734642426254,1.530535950132089e-07,1.4574681512253715e-12,0.5874878950801323,0.06529246248899882,6.992000076270838e-08,0.004907488068213543,0.34226617523372105,1.0925231500994109e-08,3.689234464467196e-07,2.4901434373439644e-11,4.376413572163306e-07,9.187280017474757e-12,4.978368046591242e-09,4.481968891042846e-05,2.6339345057351246e-10,2.0078369284387828e-07,2.324233802176022e-12,6.276483703558885e-08,2.2412238516080287e-13,3.1991959119554463e-09,1.6160422786577226e-14,4.599533388668535e-17,7.490817227661314e-19,3.9395664816367115e-12,3.949315266818789e-15,2.6026946643304333e-22,1.55418082344654e-22
40.0,319.85,1.1843079200592157,0.20058329002639724,0.0,0.0,0.0,0.001458225062509024,0.15900825203328842,0.002916605053827464,0.6360334729003918,1.549218416993121e-07,1.744486058070818e-12,0.5869909501424146,0.06521980359546055,6.982353651385295e-08,0.004860279721607906,0.34287877749763795,1.0815284731512667e-08,4.0316856157509646e-07,2.5584478802672344e-11,4.4952660307411627e-07,9.43431094512986e-12,5.441958917439996e-09,4.898025927389431e-05,2.638866986824608e-10,2.030083923539465e-07,2.320407122529647e-12,6.346043414169225e-08,2.265457003700948e-13,3.2329231910998975e-09,1.9326513412058384e-14,5.502115063153235e-17,8.607126943150251e-19,4.527844504576861e-12,4.540262039279455e-15,2.991343536103737e-22,1.7334800066565377e-22
40.5,319.85,1.184307920059216,0.2006327673504663,0.0,0.0,0.0,0.0015819183720602445,0.15892413873768263,0.0031639935188587927,0.6356970252523506,1.56766527125696e-07,2.0540621007090414e-12,0.5865072436569744,0.06514882165685723,6.972909790685633e-08,0.004814626393147546,0.34347495947890716,1.0708986336657147e-08,4.3700514762798397e-07,2.6264422917038543e-11,4.6135220994093254e-07,9.6799828888819e-12,5.90026557787475e-09,5.309119591724058e-05,2.643665735055705e-10,2.0520207899638405e-07,2.316655746005958e-12,6.414633438178702e-08,2.2893370277459095e-13,3.2661370589800956e-09,2.2737434134037765e-14,6.474879951351648e-17,9.783637420054512e-19,5.148097543100842e-12,5.1635819971348736e-15,3.4011168646211137e-22,1.9164049362689896e-22
41.0,319.85,1.1843079200592155,0.20068174098740743,0.0,0.0,0.0,0.0017043524637494897,0.15884088173306454,0.0034088635253819413,0.6353640026996659,1.5858834532695853e-07,2.3855554398180472e-12,0.5860361562207862,0.06507944034981429,6.96365948896652e-08,0.004770446003352852,0.3440554971757461,1.0606142043295005e-08,4.7044794648646605e-07,2.6941300745357655e-11,4.731188738401988e-07,9.92431258463776e-12,6.353479775898157e-09,5.7154289888726016e-05,2.648336964528457e-10,2.0736570434690122e-07,2.312976391712931e-12,6.482283529018573e-08,2.312874803024568e-13,3.2988534094669993e-09,2.6385683242678217e-14,7.515739792455905e-17,1.1018949906123777e-18,5.799610356121732e-12,5.8185787147513055e-15,3.8315421222087693e-22,2.102811652204382e-22
41.5,319.85,1.1843079200592157,0.20073022744820584,0.0,0.0,0.0,0.0018255686150400311,0.15875845295008897,0.003651297628992389,0.6350342929669709,1.603879634860374e-07,2.738359501112362e-12,0.5855771079915818,0.06501158817301039,6.954594304650722e-08,0.004727662213653389,0.344621116564945,1.0506571292589489e-08,5.03510865120662e-07,2.7615148116296348e-11,4.848273188485342e-07,1.016731727932928e-11,6.801782395986029e-09,6.117123079961142e-05,2.6528864951604046e-10,2.0950018087223367e-07,2.3093659824396047e-12,6.54902221725913e-08,2.3360807586422784e-13,3.3310874743343644e-09,3.026417920883183e-14,8.622723089725242e-17,1.2311727984541206e-18,6.48169946746718e-12,6.5045866120760295e-15,4.282167766846371e-22,2.292564695424654e-22
42.0,319.85,1.1843079200592155,0.20077824237958514,0.0,0.0,0.0,0.0019456059427405516,0.15867682578868403,0.0038913740639483422,0.634707789655907,1.621660229601799e-07,3.1118994654770996e-12,0.5851295555671022,0.06494519806863931,6.945706315730567e-08,0.004686203938543832,0.34517249758138124,1.041010606288036e-08,5.362070377351748e-07,2.8286002309349463e-11,4.964782911170331e-07,1.0409014608803771e-11,7.245344267097263e-09,6.514361437477491e-05,2.6573197840137224e-10,2.116063836392193e-07,2.3058216287918174e-12,6.614876864050777e-08,2.3589648934832975e-13,3.3628538530098255e-09,3.4366228716487127e-14,9.793966240504624e-17,1.3660693926779776e-18,7.193711318525622e-12,7.220969171560885e-15,4.752562021703265e-22,2.4855364828457644e-22
42.5,319.85,1.1843079200592155,0.20082580062401728,0.0,0.0,0.0,0.0020645015530339557,0.1585959750160327,0.004129167043226278,0.634384391837044,1.6392314026626124e-07,3.5056299860345157e-12,0.5846929891613207,0.06488020707973596,6.936988079865896e-08,0.004646004905454174,0.3457102777176827,1.031658980902477e-08,5.685488823171121e-07,2.8953901747968092e-11,5.080725536277155e-07,1.0649422491024474e-11,7.684326897981866e-09,6.907294932302898e-05,2.661641953059087e-10,2.1368515193797055e-07,2.3023406148199888e-12,6.679873711879282e-08,2.381536795144684e-13,3.3941665407767035e-09,3.868549768450417e-14,1.1027705494497652e-16,1.5064625293555626e-18,7.935020545416096e-12,7.967117274155836e-15,5.242311736941827e-22,2.6816067353035784e-22
43.0,319.85,1.1843079200592155,0.20087291627465287,0.0,0.0,0.0,0.0021822906787961043,0.15851587667318429,0.004364747033172168,0.6340640036763675,1.6565990805736475e-07,3.919033108130904e-12,0.5842669300361499,0.06481655603845826,6.928432598082707e-08,0.004607003257264297,0.34623505529540743,1.0225876505631714e-08,6.005481521631349e-07,2.961888573335899e-11,5.196108816590442e-07,1.0888559034029119e-11,8.118883147251719e-09,7.296066359714641e-05,2.6658578144148596e-10,2.157372908607402e-07,2.298920384942788e-12,6.74403793393523e-08,2.403805658317619e-13,3.425038956102801e-09,4.3215984951230184e-14,1.2322269649979566e-16,1.6522351766329341e-18,8.705028372027787e-12,8.742447646250787e-15,5.751021328070818e-22,2.880661953795505e-22
43.50000000000001,319.85,1.1843079200592155,0.20091960272567055,0.0,0.0,0.0,0.0022990068054751693,0.158436507989466,0.004598181005248783,0.6337465340928916,1.6737689611277878e-07,4.351616371188554e-12,0.5838509281548401,0.06475418928130575,6.920033281612394e-08,0.004569141193000352,0.3467473924499822,1.0137829783142777e-08,6.32215982893521e-07,3.028099421685618e-11,5.310940589234093e-07,1.1126442457863511e-11,8.549157834873655e-09,7.68081101060081e-05,2.669971893840011e-10,2.1776357286578133e-07,2.295558532002547e-12,6.807393683013809e-08,2.4257803029466217e-13,3.4554839675732314e-09,4.7951998336354576e-14,1.3676073408904748e-16,1.8032752193369192e-18,9.503161111037126e-12,9.54640141014949e-15,6.278311785634607e-22,3.0825949398353594e-22
44.0,319.85,1.1843079200592155,0.20096587271848854,0.0,0.0,0.0,0.002414681786616607,0.1583578473039184,0.0048295326670948005,0.6334318964444265,1.6907465227625612e-07,4.802911073702174e-12,0.5834445600505164,0.06469305439031423,6.911783921741373e-08,0.004532364642334464,0.3472478178412081,1.0052322146043123e-08,6.635629354250538e-07,3.0940267600099654e-11,5.425228741875581e-07,1.136309102652614e-11,8.975288301125861e-09,8.061657193542137e-05,2.673988451638614e-10,2.197647392503667e-07,2.292252786401725e-12,6.869964137574267e-08,2.4474691913253603e-13,3.4855139192332623e-09,5.288813282899009e-14,1.5087611321431213e-16,1.959475183328829e-18,1.0328868764373426e-11,1.0378442729966688e-14,6.823819750603595e-22,3.287304355208041e-22
44.5,319.85,1.1843079200592157,0.20101173838423564,0.0,0.0,0.0,0.002529345950052801,0.1582798739931057,0.005058862674880768,0.6331200082387493,1.707537034068381e-07,5.27247068501484e-12,0.5830474268706359,0.06463310195566142,6.903678662162253e-08,0.004496622970646107,0.34773682913631326,9.969234265164936e-09,6.945990352891723e-07,3.159674656620104e-11,5.538981184316714e-07,1.1598522991089185e-11,9.397404918120241e-09,8.438726712545002e-05,2.677911502402626e-10,2.2174150161252498e-07,2.2890010061415945e-12,6.931771547446028e-08,2.4688804450191253e-13,3.515140655615564e-09,5.801925068065971e-14,1.6555452258589965e-16,2.1207319783234158e-18,1.11816237168033e-11,1.1238057547001515e-14,7.387196651284124e-22,3.494694318233431e-22
45.0,319.85,1.1843079200592155,0.20105721128283088,0.0,0.0,0.0,0.0026430281955661956,0.15820256840464106,0.005286228828709752,0.6328107908679359,1.724145562082245e-07,5.759869388989504e-12,0.5826591526139978,0.06457428536134871,6.895711973978287e-08,0.00446186871074544,0.34821489525113475,9.888454334660376e-09,7.253338086919264e-07,3.2250471924992606e-11,5.652205822507157e-07,1.183275653779e-11,9.81563155881454e-09,8.812135305026958e-05,2.681744831437562e-10,2.2369454314296532e-07,2.285801167808078e-12,6.992837274225894e-08,2.490021859852199e-13,3.5443755439465673e-09,6.334046320800986e-14,1.807823435905203e-16,2.286946657449661e-18,1.2060919513932244e-11,1.2124752396212902e-14,7.968107895998816e-22,3.704674031516609e-22
45.5,319.85,1.1843079200592157,0.20110230243899574,0.0,0.0,0.0,0.0027557560849638917,0.1581259117960134,0.005511686252676423,0.6325041693633875,1.7405769821692217e-07,6.264700747243493e-12,0.5822793824693603,0.06451656058369233,6.887878632254192e-08,0.004428057320015798,0.3486824584518084,9.809877490296611e-09,7.557763155524227e-07,3.2901484498205475e-11,5.764910539510658e-07,1.2065809750575784e-11,1.0230086027027565e-08,9.181993043365739e-05,2.6854920130611624e-10,2.256245200849658e-07,2.282651358129653e-12,7.05318183692515e-08,2.5109009227237355e-13,3.5732294988985283e-09,6.884711413225721e-14,1.9654660402083627e-16,2.4580241931166673e-18,1.2966269722670605e-11,1.3038053302172249e-14,8.566232120247756e-22,3.917157442008264e-22
46.0,319.85,1.1843079200592155,0.20114702237547197,0.0,0.0,0.0,0.0028675559251105285,0.1580498862781036,0.005735287560957617,0.6322000721699712,1.756835985591143e-07,6.786576469818734e-12,0.5819077813439258,0.06445988601227766,6.88017369512011e-08,0.004395146958294649,0.3491399362237277,9.733405278043358e-09,7.859351799192202e-07,3.354982500241381e-11,5.877103176033866e-07,1.2297700572631281e-11,1.0640880453186877e-08,9.548404704400858e-05,2.6891564239806893e-10,2.2753206289653037e-07,2.279549766436057e-12,7.112824948309046e-08,2.531524825070362e-13,3.601713002508944e-09,7.453476430562362e-14,2.128349356523184e-16,2.633873266983742e-18,1.3897206862868764e-11,1.3977504743439663e-14,9.181260480887587e-22,4.1320629255470847e-22
46.5,319.85,1.1843079200592155,0.20119138114370086,0.0,0.0,0.0,0.0029784528446088507,0.1579744747630078,0.00595708301121212,0.6318984309374366,1.7729270874519018e-07,7.325125283244934e-12,0.581544032496709,0.06440422228381404,6.872592484394057e-08,0.00436309828578939,0.34958772300298413,9.658945170957022e-09,8.15818617938613e-07,3.419553395484503e-11,5.988791514919548e-07,1.2528446776109493e-11,1.1048121658211494e-08,9.911470109168917e-05,2.692741256706683e-10,2.2941777743904495e-07,2.2764946776701027e-12,7.17178555206406e-08,2.5519004765889956e-13,3.62983612442103e-09,8.039917768502436e-14,2.296355352799499e-16,2.8144060736053108e-18,1.4853281408138598e-11,1.4942668683642754e-14,9.812895996019296e-22,4.349312996797535e-22
47.0,319.85,1.1843079200592155,0.20123538835219454,0.0,0.0,0.0,0.003088470864732802,0.157899660915813,0.006177120646435471,0.6315991803274805,1.7888546348008254e-07,7.879991887052836e-12,0.5811878362719053,0.06434953212822855,6.865130567642568e-08,0.004331874278961986,0.3500261917778626,9.58641012934329e-09,8.454344636057068e-07,3.4838651597761536e-11,6.09998326885041e-07,1.2758065938485282e-11,1.1451911488649034e-08,0.00010271284435783948,2.6962495327136653e-10,2.312822461673658e-07,2.2734844659202936e-12,7.230081860009463e-08,2.572034518942024e-13,3.6576085420511183e-09,8.643630843439837e-14,2.469371288862909e-16,2.999538136797437e-18,1.5834060851090762e-11,1.593312366470955e-14,1.046085292743226e-21,4.5688340424339155e-22
47.5,319.85,1.1843079200592155,0.20127905319280115,0.0,0.0,0.0,0.0031976329651067664,0.15782542910996328,0.006395446426286102,0.6313022578351104,1.8046228142153482e-07,8.450835990535495e-12,0.5808389089394828,0.06429578022769447,6.857783741739817e-08,0.004301440062231533,0.350455695554607,9.515718199031967e-09,8.747901925224603e-07,3.547921783288777e-11,6.210686069770484e-07,1.2986575422409761e-11,1.1852347125937511e-08,0.0001062793850813887,2.6996841142364964e-10,2.331260292415017e-07,2.2705175884910566e-12,7.28773138685735e-08,2.5919333385586105e-13,3.685039559424204e-09,9.264228904987407e-14,2.6472893864780574e-16,3.1891881376468996e-18,1.6839128827526695e-11,1.6948463956988825e-14,1.1124856201997342e-21,4.790556074654258e-22
48.0,319.85,1.1843079200592155,0.20132238446504433,0.0,0.0,0.0,0.0033059611445420078,0.15775176438586577,0.006612104348786361,0.6310076036231583,1.8202356584384831e-07,9.037331422218452e-12,0.5804969816437227,0.06424293308858152,6.85054801791141e-08,0.00427176275366137,0.35087656868855666,9.446792143362004e-09,9.038929438599531e-07,3.6117272160226587e-11,6.320907459036365e-07,1.3213992357005194e-11,1.2249521372210775e-08,0.00010981519062688616,2.7030477140486663e-10,2.34949665510706e-07,2.2675925805015232e-12,7.344750980983689e-08,2.611603077988377e-13,3.712138123908501e-09,9.90134194115556e-14,2.8300065251271495e-16,3.3832777531336213e-18,1.786808429436189e-11,1.7988298761203894e-14,1.1804640868557623e-21,5.014412502316369e-22
48.5,319.85,1.1843079200592155,0.20136539059870767,0.0,0.0,0.0,0.003413476477502146,0.15767865241250437,0.0068271365632425205,0.6307151603686987,1.8356970534544143e-07,9.639165305791143e-12,0.5801617994168091,0.06419095892148499,6.843419607738652e-08,0.0042428113240852135,0.35128912812890695,9.379559107401176e-09,9.327495406403061e-07,3.675285363338661e-11,6.430654880421174e-07,1.3440333625041442e-11,1.2643522914305922e-08,0.00011332108994882247,2.7063429057443145e-10,2.3675367353626993e-07,2.2647080498368665e-12,7.401156856408814e-08,2.631049647658618e-13,3.7389128434859576e-09,1.0554615667465405e-13,3.017423961083097e-16,3.5817315050118575e-18,1.8920540759602014e-11,1.9052251460738374e-14,1.249995158920814e-21,5.240339920388285e-22
49.0,319.85,1.184307920059215,0.20140807967480812,0.0,0.0,0.0,0.0035201991665176117,0.1576060794517628,0.007040583475113551,0.6304248731204676,1.8510107445621823e-07,1.0256037296351696e-11,0.5798331202859939,0.0641398275324212,6.836394910442414e-08,0.004214556467534976,0.3516936745476235,9.31395030937571e-09,9.613665085351127e-07,3.738600081620125e-11,6.539935673308827e-07,1.3665615850431046e-11,1.3034436568392122e-08,0.00011679787587487595,2.709572132034812e-10,2.385385524822686e-07,2.2618626725537585e-12,7.456964620649547e-08,2.650278736138592e-13,3.765372001863541e-09,1.1223710592596238e-13,3.209447067727395e-16,3.784476617800172e-18,1.999612555847196e-11,2.013995891848285e-14,1.3210542161066927e-21,5.468277913787243e-22
49.5,319.85,1.184307920059216,0.2014504594451002,0.0,0.0,0.0,0.0036261485909838066,0.15753403232530527,0.007252483843534129,0.6301366891661545,1.8661803434476287e-07,1.0887658872250475e-11,0.5795107144189781,0.06408951021897899,6.829470500780413e-08,0.0041869704831155995,0.3520904934139134,9.249900759440297e-09,9.897500932396448e-07,3.80167517587188e-11,6.648757069241956e-07,1.388985539265412e-11,1.3422343506256984e-08,0.0001202463072180051,2.712737714635216e-10,2.403047831135102e-07,2.259055188517386e-12,7.512189305922262e-08,2.66929582157121e-13,3.791523575210508e-09,1.1908301153474437e-13,3.4059850951446013e-16,3.991442885882629e-18,2.109447917587494e-11,2.1251070818579357e-14,1.3936175068654168e-21,5.69816887801381e-22
50.0,319.85,1.1843079200592157,0.20149253735022446,0.0,0.0,0.0,0.003731343352502247,0.15746249838369505,0.007462874872054356,0.6298505579090569,1.8812093330416142e-07,1.153375267696244e-11,0.579194363379384,0.06403997967933577,6.822643118386714e-08,0.004160027165281168,0.3524798559374648,9.187348998779054e-09,1.0179062766607885e-06,3.864514396098436e-11,6.757126186301685e-07,1.4113068336581307e-11,1.380732146595342e-08,0.0001236671107422402,2.7158418601272424e-10,2.4205282851916276e-07,2.25628439754174e-12,7.566845391770128e-08,2.688106180034917e-13,3.817375244499983e-09,1.2608074914187802e-13,3.606950947439741e-16,4.202562548060341e-18,2.2215254606546236e-11,2.238524904450284e-14,1.467662106117435e-21,5.929957849238729e-22
50.5,319.85,1.1843079200592155,0.20153432053661632,0.0,0.0,0.0,0.0038358013171609666,0.15739146547765467,0.007671792293187512,0.6295664307530792,1.8961010736852668e-07,1.2194051907387565e-11,0.5788838594017722,0.06399120992404699,6.815909657478351e-08,0.00413370170387118,0.35286201997977507,9.126236861935024e-09,1.0458407918938701e-06,3.92712143570942e-11,6.865050027001741e-07,1.4335270489568885e-11,1.4189444946787633e-08,0.00012706098298250558,2.718886668043758e-10,2.4378313498209824e-07,2.253549155675418e-12,7.620946832245043e-08,2.706714895504306e-13,3.8429344100948475e-09,1.3322731822384005e-13,3.812260976013617e-16,4.417770170065635e-18,2.3358116755745177e-11,2.3542167096476147e-14,1.5431658756580476e-21,6.163592349369784e-22
51.00000000000001,319.85,1.1843079200592155,0.20157581587227433,0.0,0.0,0.0,0.003939539654957152,0.1573209219312621,0.007879270447251185,0.6292842609955062,1.9108588084085655e-07,1.286829974445599e-11,0.5785790047347075,0.06394317619592982,6.809267157487056e-08,0.004107970591688188,0.3532372308819176,9.066509257251481e-09,1.0735591371686145e-06,3.989499929803992e-11,6.972535475940074e-07,1.455647737797941e-11,1.4568785390888586e-08,0.00013042859193904385,2.7218741373290585e-10,2.454961327334665e-07,2.2508483718147227e-12,7.674507079501696e-08,2.72512686851648e-13,3.868208204466343e-09,1.405198351886186e-13,4.0218347876113056e-16,4.6370025338976986e-18,2.452274187457492e-11,2.4721509542381354e-14,1.6201074268515235e-21,6.399022241037357e-22
51.50000000000001,319.85,1.1843079200592155,0.20161702996147832,0.0,0.0,0.0,0.0040425748765921775,0.15725085651693035,0.008085342355957172,0.6290040037269191,1.9254856679899549e-07,1.3556248822562599e-11,0.5782796110313021,0.06389585489571799,6.802712794363388e-08,0.004082811539323343,0.3536057222319132,9.008113964645947e-09,1.1010665888263483e-06,4.051653453891339e-11,7.079589298184056e-07,1.4776704245170608e-11,1.4945411352163865e-08,0.00013377057865408758,2.724806172382894e-10,2.4719223667274643e-07,2.2481810045598295e-12,7.727539106311923e-08,2.7433468244362534e-13,3.893203504317441e-09,1.479555269560937e-13,4.235595065825058e-16,4.860198533664577e-18,2.5708817028374776e-11,2.592297150070714e-14,1.6984660855101446e-21,6.636199592769189e-22
52.00000000000001,319.85,1.184307920059216,0.2016579691585391,0.0,0.0,0.0,0.004144922867841498,0.15718125843202643,0.008290039791161786,0.6287256157377058,1.9399846757124605e-07,1.4257660734638765e-11,0.5779854987854394,0.06384922351324601,6.796243872524229e-08,0.004058203396522662,0.35396771657449805,8.95100144902539e-09,1.1283682134117313e-06,4.1135855229068256e-11,7.186218138145119e-07,1.499596605044573e-11,1.5319388653710294e-08,0.00013708755868074642,2.727684588562629e-10,2.488718470439111e-07,2.2455460593019695e-12,7.780055427207048e-08,2.761379321217626e-13,3.9179269419671264e-09,1.5553172498258617e-13,4.453467404933673e-16,5.087299077455177e-18,2.6916039595767873e-11,2.7146258153195773e-14,1.7782218587985645e-21,6.875078553328849e-22
52.5,319.85,1.1843079200592157,0.2016986395806572,0.0,0.0,0.0,0.004246598921707451,0.15711211727701807,0.008493393339159884,0.6284490554306098,1.954358752161337e-07,1.4972305570133637e-11,0.577696496802289,0.06380326056286416,6.789857817298462e-08,0.004034126079733845,0.3543234260762468,8.895124688436402e-09,1.1554688789362227e-06,4.1752995907810703e-11,7.292428519393083e-07,1.5214277469906787e-11,1.5690780534484712e-08,0.00014038012345167863,2.730511117759378e-10,2.505353501091388e-07,2.2429425854919856e-12,7.83206811954316e-08,2.7792287571222254e-13,3.94238491665123e-09,1.632458596924257e-13,4.675380155047242e-16,5.318246994957082e-18,2.8144116796955873e-11,2.8391084285860198e-14,1.859355404070331e-21,7.115615235269953e-22
53.0,319.85,1.1843079200592155,0.20173904711995713,0.0,0.0,0.0,0.004347617768501988,0.15704342303501145,0.008695432460856313,0.6281742827389011,1.968610719468959e-07,1.56999614831416e-11,0.5774124417137313,0.06375794552422386,6.783552167991964e-08,0.004010560504907171,0.35467305313528047,8.840439014789645e-09,1.1823732654044527e-06,4.2367990499719526e-11,7.398226844380699e-07,1.543165289706523e-11,1.6059647786348707e-08,0.00014364884155785285,2.7332874130266517e-10,2.52183118750183e-07,2.2403696741300018e-12,7.883588842304643e-08,2.7968993776203395e-13,3.96658360464177e-09,1.7109545528515776e-13,4.901264277687854e-16,5.552986950239798e-18,2.939276524827524e-11,2.9657173855444824e-14,1.941847999439437e-21,7.3577676056521855e-22
53.5,319.85,1.1843079200592157,0.20177919745476064,0.0,0.0,0.0,0.004447993604029794,0.1569751660525868,0.008896185548132476,0.6279012590497193,1.9827433055398684e-07,1.6440414288413252e-11,0.5771331775235717,0.06371325878672983,6.777324571382173e-08,0.0039874885254273,0.3550167909524583,8.786901966804438e-09,1.2090858746397293e-06,4.2980872313967e-11,7.503619394843239e-07,1.564810644480862e-11,1.6426048882004856e-08,0.00014689425994232982,2.736015053204322e-10,2.538155130610979e-07,2.2378264554108367e-12,7.934628854637294e-08,2.81439528218241e-13,3.9905289691915145e-09,1.7907812488642365e-13,5.131053210917569e-16,5.7914653595138956e-18,3.06617105420916e-11,3.0944259580474565e-14,2.0256815160258146e-21,7.601495384470532e-22
54.0,319.85,1.1843079200592155,0.2018190960601557,0.0,0.0,0.0,0.0045477401160109445,0.15690733702183055,0.009095679976691995,0.6276299471322024,1.9967591480282018e-07,1.719345708307065e-11,0.576858555185294,0.06366918159793339,6.771172775673534e-08,0.00396489287458879,0.35535482406163177,8.73447315379053e-09,1.235611039473617e-06,4.3591674045174813e-11,7.608612332443338e-07,1.586365194782852e-11,1.6790040094647223e-08,0.00015011690501669938,2.7386955471487833e-10,2.5543288090572875e-07,2.2353120965355177e-12,7.985199033279919e-08,2.8317204306668653e-13,4.014226769887299e-09,1.871915660162706e-13,5.364682743286141e-16,6.0336303134724705e-18,3.1950686850022105e-11,3.225208255493607e-14,2.110838391742023e-21,7.846759949710137e-22
54.5,319.85,1.1843079200592155,0.20185874821791366,0.0,0.0,0.0,0.004646870508874993,0.15683992696347698,0.00929394215564684,0.6273603110700487,2.010660798143119e-07,1.795888989208655e-11,0.576588432208331,0.06362569601539592,6.765094624855334e-08,0.003942757112273376,0.35568732882378523,8.68311412943789e-09,1.2619529323448115e-06,4.420042777612941e-11,7.713211699718783e-07,1.6078302965632455e-11,1.715167560993456e-08,0.00015331728370586906,2.741330337708881e-10,2.570355584494129e-07,2.23282579966783e-12,8.035309889189155e-08,2.8488786494097615e-13,4.037682571563116e-09,1.954335563499301e-13,5.602090895905482e-16,6.279431503937281e-18,3.3259436548083e-11,3.358039188324015e-14,2.1973016065284324e-21,8.093524248669111e-22
55.0,319.85,1.1843079200592155,0.20189815902580188,0.0,0.0,0.0,0.004745397527040188,0.1567729272110745,0.009490997574080347,0.6270923161981942,2.0244507241934148e-07,1.873651933569566e-11,0.5763226722927135,0.06358278486198331,6.759088053460057e-08,0.0039210655754124335,0.3560144738856347,8.632788274627622e-09,1.288115573357385e-06,4.4807164981244484e-11,7.817423421140128e-07,1.629207278573948e-11,1.751100763090789e-08,0.00015649588442699224,2.743920805300864e-10,2.5862387065474025e-07,2.2303668000348733e-12,8.08497158304093e-08,2.865873636904774e-13,4.060901752616073e-09,2.038019497487052e-13,5.843217812030293e-16,6.528820154491824e-18,3.458770986214175e-11,3.4928944334890125e-14,2.2850546589298417e-21,8.341752714811316e-22
55.5,319.85,1.1843079200592155,0.2019373334063358,0.0,0.0,0.0,0.004843333476796095,0.15670632939610799,0.009686870844809226,0.6268259290432932,2.0381313150854773e-07,1.9526158317174714e-11,0.576061144985517,0.0635404316838413,6.753151081635614e-08,0.0038998033320574344,0.3563364206102106,8.583460688816114e-09,1.3141028378290348e-06,4.5411916532345514e-11,7.921253304553849e-07,1.6504974427635988e-11,1.786808647628524e-08,0.00015965317800661574,2.746468271456737e-10,2.601981317670396e-07,2.2279343641417434e-12,8.134193940410341e-08,2.8827089693586e-13,4.083889513130539e-09,2.1229467253967473e-13,6.088005653553178e-16,6.781748954914175e-18,3.593526453273987e-11,3.6297504017968795e-14,2.3740815439518043e-21,8.591411190263214e-22
