Distance (mm),T (C),P (atm),Ar,He,Ne,N2,CH4(1),CO2(2),H2O(3),H2(4),CO(5),C2H6(6),site(7),HX(8),CO2X(9),OX(10),OCX(11),HOX(12),H2OX(13),CX(14),CHX(15),CH2X(16),CH3X(17),CH4X(18),HOCXO(19),CXHO(20),HCOOX(21),CXOH(22),HCXOH(23),H2CXOH(24),C2H6X(25),C2H5X(26),CHCH3X(27),CXCH3(28),CXCH2(29),CXHCH2(30),CH3CXO(31)
9.000000000000002,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.000000000000002,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.000000000000004,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.500000000000004,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.000000000000004,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.500000000000004,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.5,319.85,1.1843079200592155,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,319.85,1.1843079200592157,0.2000564105939566,0.0,0.0,0.0,0.0001410264848591057,0.15990396701483572,0.00028218794522107794,0.6396162729856728,1.3497543856730898e-07,1.6238330923880463e-14,0.5927086382341552,0.06604030956114093,7.090076667443056e-08,0.005419461588655966,0.3358261185427637,1.2119569976526306e-08,3.938786842950346e-08,1.86018943900638e-11,3.2774995210392474e-07,6.897398381753055e-12,5.299456285812024e-10,4.783150688654031e-06,2.5808923563977725e-10,1.7909628037650433e-07,2.3628328098670485e-12,5.5983832907574144e-08,2.0041728751473995e-13,2.8681008815481213e-09,1.8165327770476574e-16,5.158176026978032e-19,4.20161265056514e-20,2.2042960070141079e-13,2.2041419871679778e-16,1.4562793901289498e-23,1.3256624820310375e-23
35.50000000000001,319.85,1.184307920059215,0.20011207944309886,0.0,0.0,0.0,0.0002801986076230009,0.15980932778022575,0.0005605343820045901,0.6392377226204727,1.3716651098487784e-07,6.410981092033288e-14,0.5920305110373544,0.06594522870433728,7.077774006472267e-08,0.005353371341972525,0.3366606524278968,1.1965176230924291e-08,7.814951430867254e-08,1.9322360796062013e-11,3.403447161818798e-07,7.160405070248619e-12,1.0520165561847717e-09,9.492450242580767e-06,2.588753591418231e-10,1.8174117323642755e-07,2.3580347709169918e-12,5.681080654489538e-08,2.0331758929594942e-13,2.9087450062511106e-09,7.163534858526595e-16,2.034490541679771e-18,9.193742725965366e-20,4.824664524594629e-13,4.825755654775893e-16,3.187439203243434e-23,2.710028148591647e-23
36.00000000000001,319.85,1.1843079200592155,0.20016701376005028,0.0,0.0,0.0,0.0004175343998462171,0.15971593735612902,0.0008352080520422909,0.6388641671799983,1.3925179160308835e-07,1.4241830022131195e-13,0.5913992837552355,0.06585566679246613,7.066096505149291e-08,0.005289868369031603,0.3374402529748104,1.1816892590349282e-08,1.1632001848396965e-07,2.0031054123692335e-11,3.527259604200702e-07,7.418791381666563e-12,1.5664289280259613e-09,1.412993087587426e-05,2.5950406117094827e-10,1.8425352225890088e-07,2.353456367780937e-12,5.759634385234497e-08,2.0606867550640676e-13,2.9472417174745486e-09,1.589658993209015e-15,4.515870451340227e-18,1.494806367792354e-19,7.846578811605392e-13,7.850647559402432e-16,5.183882273751469e-23,4.148340065447678e-23
36.5,319.85,1.1843079200592155,0.2002212436168629,0.0,0.0,0.0,0.0005531090416623344,0.159623744544493,0.001106359391159777,0.6384954020987261,1.413068458372155e-07,2.500469699545922e-13,0.5907881856280032,0.06576862790707055,7.05472109127191e-08,0.005228863603221447,0.3381947726346285,1.167449882277047e-08,1.5392407542736587e-07,2.073649922055778e-11,3.6504403320555055e-07,7.675724309348928e-12,2.0735030262131634e-09,1.8698591690975048e-05,2.601124345560163e-10,1.867255896760823e-07,2.34898943267635e-12,5.8369286179118745e-08,2.0877383467469325e-13,2.9850696993175766e-09,2.7881100884446687e-15,7.922531034291003e-18,2.1444095620606007e-19,1.1259607633412203e-12,1.1268698879316234e-15,7.438717153161091e-23,5.638463142026364e-23
37.0,319.85,1.184307920059215,0.20027479718726438,0.0,0.0,0.0,0.0006869929673933498,0.15953270144900114,0.001374129268975661,0.6381312357943254,1.4333265424888474e-07,3.8595216847207446e-13,0.5901961074398844,0.06568397626124542,7.043631833326563e-08,0.005170203381356114,0.338925607058444,1.1537628684305994e-08,1.9098628190702858e-07,2.1438699419485397e-11,3.772991259751966e-07,7.931210756745764e-12,2.573558768135471e-09,2.320142104690782e-05,2.6070164950578135e-10,1.891587494184236e-07,2.3446281892603858e-12,5.9130063118884334e-08,2.1143464128159518e-13,3.022252007622609e-09,4.299181519737176e-15,1.2219639656498971e-17,2.8661183990426835e-19,1.505320889887595e-12,1.5069661269564875e-15,9.944979155074546e-23,7.177967475679392e-23
37.5,319.85,1.1843079200592157,0.20032770089015778,0.0,0.0,0.0,0.0008192522243005567,0.15944276315661388,0.0016386497809112463,0.6377714886173447,1.4533012259821774e-07,5.491570185999486e-13,0.589622033913843,0.06560158734576826,7.032814100555438e-08,0.005113746266331208,0.3396340346551297,1.1405945422648176e-08,2.2752960031036542e-07,2.2137660596989926e-11,3.8949146973544436e-07,8.185258346270901e-12,3.0668948232272657e-09,2.7641208735460718e-05,2.612727201229821e-10,1.9155427249906443e-07,2.3403673257565303e-12,5.987907208881589e-08,2.1405255244884638e-13,3.0588099873752528e-09,6.111190240098674e-15,1.7374701298352733e-17,3.657970345292595e-19,1.9217362849633203e-12,1.9243791519490245e-15,1.2696048674926205e-22,8.764585034199142e-23
